id,survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,join_party,floor_area,property,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,survey_age
6091,2,23,68,108,2,1967,1,1,1,3,2.0,-1.0,4000,1,0,52.0,4,162,98,1,1,1,1,1.0,1,1,1,3,1,1,1,5,4,5,5,4,-8,5,1,5,5,5,2,1,1,7.0,7.0,2,1,1,1,1,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,8000.0,4,1,1,2,2,0,2,1.0,3,1988.0,1962.0,1988.0,4.0,1.0,1.0,4000.0,2.0,-1.0,-1.0,1944,1,1,2,1946,1,1,2,3,3,4,4,20000.0,5,4,5,4,5,4,1,4,5,4,-8,5,1,5,80,70.0,40,70,40.0,60,40,60,50,4,2015,4,11,10,2,48
6092,1,7,18,36,1,1953,1,1,1,4,4.0,1970.0,24000,1,0,45.0,4,180,160,3,4,5,5,1.0,4,2,3,3,1,1,2,5,4,1,5,4,4,4,1,5,5,5,3,4,4,3.0,5.0,1,4,5,5,-8,4,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,60000.0,3,3,1,2,2,1,0,1.0,3,1978.0,1953.0,1978.0,4.0,1.0,5.0,26000.0,5.0,-1.0,-1.0,-2,4,1,1,-2,3,1,15,2,2,4,3,30000.0,3,3,2,2,5,5,4,3,3,4,-8,3,1,4,95,60.0,80,70,80.0,90,70,80,80,2,2015,3,10,8,2,62
6093,2,23,68,108,2,1971,1,1,2,1,-1.0,-1.0,5000,1,0,170.0,4,160,124,1,2,2,1,1.0,1,1,1,2,1,1,3,5,4,5,5,4,5,5,4,5,4,5,2,4,1,5.0,7.0,2,1,1,1,1,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,10000.0,3,1,1,2,2,1,1,1.0,3,1993.0,1967.0,1993.0,4.0,1.0,1.0,5000.0,2.0,-1.0,-1.0,1937,2,1,16,1940,1,1,13,3,2,4,3,30000.0,2,2,3,2,4,2,2,3,3,2,2,2,1,5,90,80.0,0,80,80.0,80,30,70,70,5,2015,4,11,10,2,44
6094,1,19,57,91,2,1947,1,1,1,3,4.0,1963.0,30000,1,0,62.0,2,156,120,3,2,5,5,2.0,5,5,1,5,1,1,1,4,1,1,3,4,4,4,1,5,1,5,5,5,1,5.0,5.0,1,3,5,5,5,7,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,66000.0,2,2,1,2,2,0,2,0.0,3,1968.0,1938.0,1968.0,3.0,1.0,5.0,36000.0,5.0,-1.0,-1.0,1913,1,1,1,1918,1,1,1,3,2,5,2,90000.0,5,5,-8,-8,5,5,2,-8,-8,5,-8,-8,2,5,100,90.0,90,100,90.0,90,90,90,90,2,2015,3,11,7,2,68
6095,1,29,82,125,2,1958,1,0,7,3,2.0,-1.0,6000,1,0,80.0,2,150,70,2,2,4,1,1.0,4,4,4,4,2,2,3,3,4,4,4,3,3,5,2,5,2,5,2,1,1,2.0,2.0,2,3,5,3,8,6,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,20000.0,3,2,1,2,2,1,2,0.0,3,1977.0,1949.0,1977.0,3.0,4.0,2.0,14000.0,5.0,-1.0,-1.0,1925,1,1,2,1927,-8,1,2,2,2,3,3,1000000.0,5,4,4,4,2,5,4,4,4,3,3,4,1,4,60,90.0,85,70,90.0,50,60,88,70,2,2015,3,13,7,3,57
6096,2,17,49,82,2,1970,1,1,1,4,4.0,1987.0,20000,1,0,100.0,4,165,119,1,3,4,2,1.0,2,2,1,5,5,1,1,5,3,3,5,3,3,2,1,5,2,1,3,-8,-8,2.0,2.0,1,2,6,3,9,3,1,3.0,25.0,1.0,3.0,1,2,2,2,-2.0,4,2,1,2,2,1,0,0.0,3,1995.0,1991.0,1991.0,4.0,1.0,2.0,-2.0,1.0,5.0,-8.0,-2,3,1,5,1945,3,1,7,2,2,3,3,40000.0,3,3,4,3,4,4,1,1,4,4,-8,4,3,5,90,92.0,80,95,85.0,80,98,90,98,4,2015,3,12,7,3,45
6097,2,13,36,67,2,1973,1,1,1,4,3.0,-2.0,10000,1,0,80.0,22,158,97,3,3,3,1,1.0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3.0,3.0,1,3,5,5,5,5,2,-1.0,-1.0,-1.0,-1.0,1,2,2,2,15000.0,4,3,1,2,2,1,1,1.0,3,1995.0,1972.0,1995.0,4.0,1.0,1.0,10000.0,1.0,5.0,2.0,-2,7,1,2,1942,1,1,2,2,2,3,3,3000.0,4,3,3,3,3,3,3,3,3,3,3,3,2,4,80,60.0,70,60,60.0,80,70,80,70,6,2015,3,11,9,2,42
6098,2,13,36,66,2,1978,8,0,4,3,4.0,-2.0,4000,1,0,90.0,6,148,90,4,4,4,1,1.0,1,1,1,5,1,1,1,5,3,5,5,4,5,5,5,4,3,5,4,3,1,1.0,7.0,2,3,1,1,3,1,1,7.0,8.0,2.0,4.0,1,1,2,2,6000.0,4,2,1,2,2,0,2,2.0,3,1998.0,1966.0,1998.0,3.0,1.0,1.0,7000.0,1.0,2.0,1.0,1943,2,1,1,-2,1,1,2,2,2,3,3,40000.0,3,3,3,3,3,3,3,3,3,3,3,3,2,5,60,60.0,60,60,70.0,70,60,60,60,2,2015,3,10,9,2,37
6099,2,18,54,88,1,1963,1,1,3,4,4.0,-2.0,10000,1,0,266.0,2,175,130,2,5,5,1,2.0,1,2,3,5,1,1,1,5,2,2,5,4,4,5,5,5,5,5,2,5,1,6.0,6.0,2,3,1,1,2,8,2,-1.0,-1.0,-1.0,-1.0,1,1,2,2,10000.0,1,1,1,2,2,1,1,1.0,3,-2.0,1974.0,-2.0,1.0,1.0,1.0,0.0,4.0,-1.0,-1.0,-2,6,4,3,1944,1,1,2,3,1,4,3,24000.0,4,5,5,2,5,5,5,5,5,3,2,5,1,1,70,80.0,60,70,80.0,70,70,80,80,6,2015,3,14,7,4,52
6100,2,13,36,67,1,1969,1,1,1,3,2.0,-1.0,3000,1,0,40.0,0,159,112,4,4,4,1,1.0,2,2,2,4,1,1,1,5,5,5,5,5,2,5,5,5,5,5,4,3,1,2.0,2.0,1,4,4,3,6,3,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,10000.0,3,2,-1,2,2,1,1,0.0,4,1989.0,1973.0,1998.0,3.0,1.0,1.0,30000.0,3.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,3,2,40000.0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,70,70.0,50,70,70.0,70,70,70,70,5,2015,3,8,9,2,46
6101,1,31,87,131,1,1965,1,1,1,3,2.0,-1.0,10000,1,0,65.0,2,170,135,4,4,4,1,1.0,1,1,1,4,1,1,5,5,5,5,5,4,4,5,4,5,5,5,2,2,1,6.0,3.0,1,3,2,2,2,1,1,2.0,30.0,1.0,4.0,1,2,2,2,20000.0,2,3,1,2,2,0,1,0.0,3,1994.0,1965.0,1994.0,3.0,1.0,1.0,10000.0,1.0,2.0,1.0,1942,1,1,2,1945,1,1,15,2,1,4,2,100000.0,3,3,3,3,4,3,2,2,2,2,2,2,1,3,40,40.0,50,50,50.0,40,40,60,60,3,2015,3,13,8,3,50
6102,1,19,57,93,2,1966,1,1,1,3,4.0,1980.0,20000,1,0,102.0,0,164,128,2,1,2,4,1.0,1,1,1,3,1,1,2,5,4,5,5,4,5,5,4,5,5,5,2,3,2,6.0,5.0,1,4,1,2,1,5,1,4.0,-2.0,2.0,3.0,1,1,1,2,300000.0,1,2,1,1,2,0,1,0.0,3,-2.0,1965.0,-2.0,3.0,1.0,2.0,-1.0,5.0,-1.0,-1.0,-2,1,1,2,1934,1,1,2,3,2,4,2,3000.0,3,3,3,3,4,3,3,3,3,3,3,3,3,3,50,50.0,50,50,50.0,50,50,50,50,1,2015,3,16,7,4,49
6103,1,11,29,52,2,1980,1,1,1,4,4.0,-2.0,0,1,0,12.0,256,155,120,3,4,4,1,2.0,1,1,1,5,2,3,2,5,5,5,5,4,4,5,5,5,5,3,2,2,1,2.0,4.0,1,4,2,2,2,2,1,3.0,1.0,2.0,3.0,1,2,2,2,-3.0,4,1,1,2,2,1,1,0.0,3,2003.0,1980.0,2003.0,4.0,1.0,1.0,-3.0,1.0,3.0,1.0,-2,4,1,2,-2,6,1,2,3,2,4,-8,50000.0,4,4,3,3,4,-8,3,4,3,3,-8,2,2,4,-2,80.0,-2,-2,-2.0,-2,-2,-2,80,2,2015,3,9,7,2,35
6104,2,31,89,134,2,1951,1,1,1,1,-1.0,-1.0,2000,1,0,60.0,8,150,110,4,3,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,5,2,3,1,7.0,7.0,1,4,2,2,-8,2,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,2000.0,1,2,-2,2,2,2,1,0.0,3,1969.0,1951.0,1969.0,1.0,1.0,1.0,2000.0,1.0,5.0,1.0,-2,1,1,2,-2,1,1,2,3,3,4,2,10000.0,4,4,4,4,4,3,3,3,2,4,4,4,2,4,50,80.0,70,80,80.0,90,87,70,60,2,2015,3,17,8,4,64
6105,1,16,44,75,2,1990,1,1,1,4,4.0,2006.0,0,1,0,120.0,32,155,96,5,4,4,1,1.0,2,2,2,5,5,5,1,5,1,4,5,4,4,1,1,5,4,1,5,3,2,1.0,6.0,1,4,5,2,7,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,50000.0,4,3,1,2,2,1,1,2.0,3,2010.0,1984.0,2010.0,4.0,1.0,1.0,50000.0,1.0,3.0,1.0,1962,1,1,2,1962,1,1,2,2,1,4,2,50000.0,4,3,3,3,3,3,3,3,3,3,3,3,2,4,80,60.0,70,70,70.0,80,70,80,80,6,2015,3,10,7,2,25
6106,2,29,83,126,1,1953,1,1,1,3,4.0,1970.0,2800,1,0,90.0,2,167,110,4,5,4,1,1.0,1,1,5,5,1,1,1,5,4,5,5,4,-8,5,-8,5,5,5,1,5,1,-1.0,-1.0,1,4,1,10,3,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,5000.0,2,2,1,2,2,1,2,0.0,3,1977.0,1953.0,1977.0,3.0,1.0,1.0,2000.0,3.0,-1.0,-1.0,-2,3,1,-8,-2,-8,1,13,2,1,5,2,-2.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,90,90.0,-2,-2,-2.0,80,-2,-2,70,6,2015,3,17,7,4,62
6107,2,18,52,85,1,1967,1,1,2,4,4.0,-2.0,10000,1,0,300.0,2,160,120,3,5,5,1,1.0,1,1,1,5,1,1,1,5,5,5,5,4,4,5,3,5,5,5,3,2,1,1.0,2.0,1,2,5,4,6,2,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,20000.0,7,3,1,2,2,1,1,0.0,3,1989.0,1968.0,1989.0,1.0,1.0,1.0,3000.0,4.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,1,3,2,50000.0,4,3,4,3,4,3,3,3,3,3,3,2,2,5,70,80.0,70,80,70.0,70,80,70,80,1,2015,3,10,7,2,48
6108,1,7,18,39,1,1969,1,1,1,13,4.0,1991.0,80000,1,0,70.0,2,160,130,5,5,5,2,1.0,2,2,1,5,5,1,1,5,3,3,5,4,4,5,5,5,5,1,1,3,1,-1.0,-1.0,1,4,6,5,7,4,1,3.0,24.0,1.0,2.0,1,1,2,2,130000.0,4,3,2,2,2,0,1,1.0,3,1997.0,1968.0,1997.0,12.0,4.0,2.0,50000.0,1.0,3.0,1.0,1944,7,1,1,1944,6,1,1,2,2,4,2,100000.0,2,-8,-8,-8,4,4,2,4,2,-8,-8,-8,1,2,80,70.0,80,80,80.0,80,80,80,80,3,2015,3,11,8,2,46
6109,1,1,1,1,2,1967,4,1,1,9,4.0,2000.0,35000,4,1,120.0,14,160,130,4,4,4,2,1.0,4,4,4,4,4,4,1,4,3,1,4,4,4,1,1,5,5,1,4,4,2,4.0,4.0,3,4,5,5,5,6,1,3.0,28.0,1.0,2.0,1,1,1,1,200000.0,3,3,1,1,2,1,0,0.0,3,1991.0,1966.0,1991.0,13.0,4.0,2.0,100000.0,1.0,3.0,1.0,1938,9,4,1,1942,6,1,1,3,2,3,3,60000.0,3,3,3,3,4,4,3,4,3,3,-8,4,2,3,60,60.0,60,60,60.0,60,60,60,60,2,2015,4,16,10,4,48
6110,1,13,35,65,1,1958,6,1,1,3,2.0,-1.0,1300,1,0,200.0,2,165,140,4,5,4,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,5,5,3,4,1,3.0,5.0,1,1,4,2,5,1,2,-1.0,-1.0,-1.0,-1.0,2,2,2,2,2600.0,4,2,1,2,2,2,1,0.0,3,1976.0,1955.0,1976.0,1.0,1.0,1.0,1300.0,4.0,-1.0,-1.0,-2,1,1,16,-2,1,1,2,3,1,4,2,10000.0,2,1,2,1,5,3,1,5,3,-8,-8,-8,1,5,60,60.0,-2,80,80.0,80,90,80,80,1,2015,3,18,9,5,57
6111,1,13,35,65,1,1952,6,1,1,3,4.0,-2.0,-2,1,0,300.0,2,158,100,4,4,4,1,1.0,1,1,1,3,1,1,2,5,5,5,5,3,5,5,5,5,5,5,2,2,1,5.0,6.0,1,4,3,2,3,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,6000.0,4,2,3,2,2,3,0,0.0,3,-2.0,1952.0,-2.0,1.0,1.0,1.0,-2.0,3.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,1,4,2,10000.0,5,5,5,-8,5,-8,2,3,3,-8,-8,-8,2,5,-2,-2.0,-2,-2,-2.0,-2,-2,-2,-3,2,2015,3,17,9,4,63
6112,1,15,39,70,2,1967,1,0,2,3,3.0,-1.0,0,1,0,70.0,6,165,115,4,4,4,1,1.0,1,1,1,3,1,1,2,5,3,5,5,4,1,5,1,5,2,5,4,4,2,1.0,3.0,3,3,5,4,-8,5,1,9.0,-1.0,-8.0,-8.0,1,1,2,2,18000.0,4,2,1,2,2,1,1,0.0,3,1988.0,1966.0,1988.0,3.0,1.0,1.0,10000.0,3.0,-1.0,-1.0,-2,3,1,2,-2,1,1,2,2,3,4,3,100000.0,4,4,4,4,4,4,3,-8,-8,-8,3,-8,2,5,50,30.0,50,60,0.0,70,50,50,80,6,2015,3,8,7,2,48
6113,1,1,1,4,2,1955,1,1,1,6,4.0,1971.0,36000,1,0,64.6,2,164,102,3,4,4,5,1.0,4,1,1,5,1,3,1,4,3,1,2,5,5,2,1,5,2,5,1,4,2,-1.0,-1.0,-8,4,5,5,5,5,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,36000.0,1,2,1,2,2,0,0,0.0,7,1980.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1925,4,1,1,1930,4,1,1,-8,-8,3,2,50000.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,70,70.0,70,70,70.0,80,60,50,50,1,2015,3,10,8,2,60
6114,1,7,18,34,1,1968,1,1,1,10,4.0,-2.0,60000,1,0,63.0,2,177,180,4,4,4,5,2.0,2,2,1,4,2,1,1,5,4,5,5,4,4,5,5,5,5,4,2,3,2,6.0,6.0,-8,3,5,4,5,4,1,3.0,23.0,1.0,3.0,1,1,2,2,100000.0,3,3,2,2,2,0,1,0.0,3,1996.0,1970.0,1996.0,7.0,1.0,5.0,20000.0,1.0,3.0,1.0,1945,6,1,1,1947,3,1,15,3,2,4,3,100000.0,4,3,-8,-8,4,4,3,4,-8,-8,-8,-8,1,3,80,75.0,80,80,70.0,80,80,80,90,1,2015,3,12,8,3,47
6115,2,16,46,78,2,1975,1,1,1,6,2.0,1992.0,14400,1,0,270.0,2,158,90,5,4,5,1,1.0,3,3,3,4,4,2,1,5,3,2,5,4,4,4,5,5,4,2,2,3,3,2.0,3.0,2,4,5,4,5,3,1,2.0,23.0,1.0,4.0,1,2,2,2,62400.0,4,4,2,1,2,2,1,1.0,3,1996.0,1975.0,1996.0,4.0,1.0,1.0,48000.0,1.0,2.0,1.0,-2,3,1,1,-2,1,1,5,2,1,5,2,48000.0,5,5,5,4,5,4,4,4,4,-8,-8,-8,3,5,89,88.0,90,90,89.0,89,91,80,80,4,2015,3,13,7,3,40
6116,1,31,87,131,1,1965,1,1,1,4,4.0,-2.0,6000,1,0,70.0,128,170,120,2,5,2,2,1.0,1,1,4,3,1,1,1,5,5,1,5,5,4,2,5,5,5,5,1,5,1,-1.0,-1.0,1,1,1,1,1,1,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,10000.0,2,1,0,2,2,1,1,0.0,3,1986.0,1968.0,1986.0,4.0,1.0,2.0,0.0,5.0,-1.0,-1.0,-2,1,1,1,-2,1,1,15,3,2,1,2,40000.0,2,1,2,1,4,3,2,3,3,4,-8,-8,1,5,10,70.0,0,0,0.0,60,80,0,0,2,2015,3,8,8,2,50
6117,1,11,30,53,1,1990,1,1,1,4,4.0,2005.0,24000,1,0,55.0,256,170,110,4,5,5,2,1.0,2,2,1,4,4,1,1,4,3,3,5,3,3,5,3,5,5,1,3,3,3,3.0,3.0,2,4,5,3,5,3,1,3.0,10.0,1.0,3.0,1,2,2,1,24000.0,4,2,1,2,2,1,0,1.0,3,2013.0,1991.0,2013.0,4.0,1.0,1.0,0.0,6.0,-1.0,-1.0,-3,-8,1,1,1967,3,1,15,3,3,4,2,50000.0,4,4,4,4,4,4,4,4,4,4,4,4,2,4,80,80.0,80,80,80.0,80,80,80,80,0,2015,3,16,7,4,25
6118,1,12,32,61,1,1961,1,1,1,6,2.0,1979.0,-3,1,0,100.0,2,167,100,3,2,3,1,1.0,3,1,1,3,1,1,2,5,5,2,5,4,4,5,2,5,5,5,2,4,2,2.0,4.0,1,4,4,2,-8,2,4,-1.0,-1.0,-1.0,-1.0,2,2,2,2,-3.0,5,3,2,2,2,1,0,0.0,3,-2.0,1960.0,-2.0,-8.0,1.0,1.0,-3.0,4.0,-1.0,-1.0,-2,-8,1,2,-2,-8,1,2,3,2,4,2,-2.0,4,4,4,4,4,-8,3,-8,2,-8,-8,-8,2,5,60,60.0,-2,80,60.0,60,60,70,70,4,2015,3,15,7,4,54
6119,1,21,64,102,1,1931,1,1,1,3,2.0,-1.0,14000,1,0,60.0,256,157,103,2,5,2,2,1.0,1,1,4,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,5,1,-1.0,-1.0,1,5,5,5,4,4,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,14000.0,1,3,0,2,2,3,0,0.0,7,1950.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,1,-2,1,1,15,2,2,4,2,-2.0,2,-8,-8,-8,4,4,3,-8,3,3,-8,-8,3,2,80,80.0,80,90,80.0,80,90,80,80,6,2015,3,15,7,4,84
6120,1,12,32,60,1,1975,1,1,1,6,4.0,1994.0,0,1,0,100.0,16,175,150,4,5,4,4,1.0,3,2,1,4,5,4,1,4,3,3,5,4,4,5,4,5,5,1,2,4,2,5.0,5.0,1,1,3,2,3,2,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,8000.0,3,2,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1943,3,1,2,1945,1,1,2,3,2,3,-8,10000.0,3,3,4,3,4,3,3,3,2,3,-8,3,1,3,40,50.0,50,55,20.0,25,30,40,45,6,2015,3,11,8,2,40
6121,2,18,51,84,2,1961,1,1,1,3,2.0,-1.0,4000,1,0,150.0,2,160,110,2,4,4,1,1.0,1,1,1,5,1,1,1,5,5,5,5,5,4,5,5,5,5,5,4,2,1,1.0,1.0,1,4,5,4,5,2,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,1000.0,1,3,1,2,2,1,1,0.0,3,1984.0,1960.0,1984.0,3.0,1.0,1.0,2000.0,1.0,3.0,1.0,-2,1,1,2,-2,1,1,2,2,2,4,3,13000.0,4,4,4,4,4,3,2,3,3,3,2,2,1,5,30,70.0,80,80,70.0,60,60,20,20,1,2015,3,8,7,2,54
6122,1,12,32,56,1,1946,1,1,1,3,4.0,-2.0,40000,1,0,42.0,2,165,120,4,4,5,5,1.0,4,2,3,4,3,1,1,5,4,1,4,3,3,5,1,5,5,1,3,4,2,3.0,3.0,2,4,5,7,4,1,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,70000.0,3,3,1,2,2,0,1,0.0,3,1976.0,1949.0,1976.0,9.0,1.0,5.0,40000.0,5.0,-1.0,-1.0,-2,2,1,9,-2,1,1,15,2,2,3,-8,-2.0,4,2,-8,-8,4,4,3,4,4,4,-8,-8,2,4,90,90.0,80,80,90.0,80,70,80,80,4,2015,3,9,7,2,69
6123,2,15,40,71,1,1991,1,1,1,7,4.0,2009.0,20000,1,0,60.0,256,175,120,4,4,3,1,3.0,1,1,1,2,4,1,4,5,3,5,5,4,4,2,4,5,5,1,2,3,2,4.0,5.0,1,4,3,3,3,2,1,3.0,4.0,1.0,3.0,1,2,2,2,50000.0,3,2,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1964,4,1,2,1963,3,1,2,3,2,3,3,50000.0,3,2,4,3,5,4,1,3,3,2,2,2,1,2,80,70.0,70,70,70.0,70,80,90,90,1,2015,3,10,7,2,24
6124,1,21,62,98,2,1960,8,1,1,3,2.0,-1.0,5000,1,0,132.0,2,160,105,2,2,3,2,1.0,1,1,1,4,3,2,1,5,3,5,1,5,5,1,5,5,5,2,3,3,1,3.0,7.0,2,4,3,3,3,2,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,20000.0,3,2,1,2,2,0,1,0.0,5,1985.0,1967.0,1985.0,8.0,1.0,2.0,0.0,5.0,-1.0,-1.0,-2,1,1,2,-2,1,1,15,3,3,4,3,50000.0,3,3,3,3,2,-8,2,-8,-8,3,-8,-8,2,3,80,80.0,50,80,-2.0,-2,-2,80,80,5,2015,3,12,7,3,55
6125,1,13,35,65,1,1985,6,1,1,4,4.0,-2.0,0,1,0,240.0,32,175,120,4,5,5,2,1.0,1,1,1,4,4,3,2,5,2,5,4,4,2,1,5,4,5,1,3,3,2,3.0,2.0,2,4,5,3,8,3,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,120000.0,3,3,1,1,2,1,0,1.0,3,2008.0,1987.0,2008.0,4.0,4.0,1.0,50000.0,1.0,2.0,1.0,-2,3,4,5,-2,4,4,2,3,2,4,2,100000.0,4,4,4,4,4,4,3,4,3,3,-8,3,1,3,50,50.0,-2,50,50.0,50,70,50,70,2,2015,3,13,9,3,30
6126,1,4,7,17,1,1980,1,1,1,11,4.0,2007.0,40000,4,1,96.0,16,170,140,3,4,3,5,2.0,3,2,4,4,4,4,3,5,4,4,4,2,3,4,3,5,4,2,3,3,3,6.0,5.0,1,3,1,1,5,3,1,3.0,16.0,1.0,3.0,2,1,2,2,40000.0,1,1,0,2,2,1,0,1.0,6,2006.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1956,4,1,9,1953,6,1,9,3,2,3,4,60000.0,5,4,4,4,5,2,2,4,2,2,-8,2,1,3,59,69.0,59,59,59.0,59,-2,60,60,5,2015,4,9,10,2,35
6127,2,18,52,85,1,1945,1,1,1,4,4.0,1962.0,18000,1,0,160.0,6,165,100,4,4,4,1,1.0,2,1,1,4,1,1,1,5,5,4,5,4,4,5,5,5,5,5,4,2,2,1.0,2.0,1,4,3,2,3,2,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,70000.0,4,3,1,2,2,1,1,0.0,3,1965.0,1946.0,1966.0,3.0,1.0,1.0,0.0,4.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,1,4,3,20000.0,5,5,5,5,5,-8,4,4,3,-8,-8,-8,3,5,70,70.0,60,70,60.0,60,50,70,60,1,2015,3,13,7,3,70
6128,1,17,48,80,2,1979,1,1,1,6,4.0,1998.0,0,1,0,80.0,4,155,100,5,5,3,5,2.0,2,3,1,3,4,4,1,5,4,4,4,3,3,2,5,5,5,1,5,4,3,1.0,2.0,1,1,6,1,8,5,5,-1.0,-1.0,-1.0,-1.0,2,1,2,2,70000.0,4,3,1,1,2,1,1,2.0,3,2002.0,1977.0,2002.0,4.0,1.0,1.0,70000.0,1.0,3.0,1.0,1952,4,1,9,1955,3,1,2,2,3,4,-8,60000.0,4,4,5,4,4,4,4,4,4,4,-8,4,2,5,60,40.0,50,50,50.0,50,50,40,40,0,2015,3,10,7,2,36
6129,2,29,84,127,1,1954,1,1,1,1,-1.0,-1.0,2000,1,0,120.0,2,170,120,3,4,4,1,1.0,1,1,1,2,1,1,3,5,5,5,5,4,4,5,2,5,5,5,1,3,1,-1.0,-1.0,1,4,3,2,4,1,2,-1.0,-1.0,-1.0,-1.0,1,1,2,2,3000.0,2,2,1,2,2,0,2,0.0,3,1985.0,1963.0,1985.0,1.0,1.0,1.0,0.0,2.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,4,3,10000.0,3,3,3,3,3,3,3,3,-8,-8,-8,-8,3,4,70,70.0,70,70,70.0,70,70,70,70,3,2015,3,19,7,5,61
6130,1,13,36,66,2,1964,8,1,1,6,4.0,1980.0,-2,1,0,75.0,132,150,120,3,3,2,4,1.0,2,2,2,2,1,1,3,5,3,5,5,5,3,5,5,5,5,5,4,4,1,1.0,1.0,1,3,1,1,1,1,1,8.0,25.0,-8.0,-8.0,1,2,2,2,-2.0,2,1,0,2,2,0,1,0.0,7,1990.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,16,-2,1,1,2,3,3,4,3,-2.0,4,4,3,3,4,-8,3,-8,2,-8,-8,-8,2,4,85,80.0,-2,80,70.0,80,90,78,90,0,2015,3,15,9,4,51
6131,2,18,54,88,2,1989,1,1,1,4,4.0,2004.0,-1,1,0,120.0,256,165,110,4,5,4,1,1.0,3,2,1,4,4,4,1,5,3,4,5,2,3,2,5,5,4,2,4,3,1,1.0,1.0,2,4,5,2,7,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,100000.0,5,4,1,1,2,0,3,3.0,3,2009.0,1985.0,2009.0,4.0,4.0,1.0,100000.0,2.0,-1.0,-1.0,1953,1,1,2,1954,1,1,2,2,2,4,-8,30000.0,4,5,4,4,5,4,4,4,2,5,1,5,1,4,100,90.0,100,80,60.0,90,90,90,60,6,2015,3,12,7,3,26
